Date,Value
2007-08-13,0.7345
2007-08-10,0.7311
2007-08-09,0.7297
2007-08-08,0.7236
2007-08-07,0.7265
2007-08-06,0.7248
2007-08-03,0.7264
2007-08-02,0.7313
2007-08-01,0.7312
2007-07-31,0.7304
2007-07-30,0.7309
2007-07-27,0.7323
2007-07-26,0.7289
2007-07-25,0.7297
2007-07-24,0.7233
2007-07-23,0.7237
2007-07-20,0.7228
2007-07-19,0.7234
2007-07-18,0.7242
2007-07-17,0.7254
2007-07-16,0.7261
2007-07-13,0.726
2007-07-12,0.7262
2007-07-11,0.7259
2007-07-10,0.7289
2007-07-09,0.7338
2007-07-06,0.7336
2007-07-05,0.7353
2007-07-04,0.7339
2007-07-03,0.7346
2007-07-02,0.7337
2007-06-29,0.7405
2007-06-28,0.7427
2007-06-27,0.7445
2007-06-26,0.7428
2007-06-25,0.7433
2007-06-22,0.7447
2007-06-21,0.7463
2007-06-20,0.7452
2007-06-19,0.7458
2007-06-18,0.7465
2007-06-15,0.7482
2007-06-14,0.7511
2007-06-13,0.7516
2007-06-12,0.751
2007-06-11,0.7493
2007-06-08,0.7486
2007-06-07,0.7429
2007-06-06,0.7411
2007-06-05,0.7395
2007-06-04,0.7416
2007-06-01,0.7452
2007-05-31,0.7432
2007-05-30,0.7446
2007-05-29,0.7417
2007-05-25,0.7432
2007-05-24,0.7443
2007-05-23,0.7413
2007-05-22,0.7428
2007-05-21,0.743
2007-05-18,0.741
2007-05-17,0.7412
2007-05-16,0.7366
2007-05-15,0.7355
2007-05-14,0.7386
2007-05-11,0.7395
2007-05-10,0.7401
2007-05-09,0.7379
2007-05-08,0.7392
2007-05-04,0.736
2007-05-03,0.7372
2007-05-02,0.7355
2007-05-01,0.7355
2007-04-30,0.7328
2007-04-27,0.7322
2007-04-26,0.735
2007-04-25,0.7321
2007-04-24,0.7341
2007-04-23,0.7371
2007-04-20,0.7357
2007-04-19,0.7349
2007-04-18,0.7362
2007-04-17,0.737
2007-04-16,0.7381
2007-04-13,0.74
2007-04-12,0.741
2007-04-11,0.7441
2007-04-10,0.744
2007-04-05,0.7443
2007-04-04,0.7477
2007-04-03,0.7478
2007-04-02,0.7477
2007-03-30,0.7512
2007-03-29,0.75
2007-03-28,0.7481
2007-03-27,0.7492
2007-03-26,0.75
2007-03-23,0.7518
2007-03-22,0.7486
2007-03-21,0.7516
2007-03-20,0.7524
2007-03-19,0.7519
2007-03-16,0.7513
2007-03-15,0.7548
2007-03-14,0.7561
2007-03-13,0.7576
2007-03-12,0.7584
2007-03-09,0.7625
2007-03-08,0.7618
2007-03-07,0.7607
2007-03-06,0.763
2007-03-05,0.7634
2007-03-02,0.7593
2007-03-01,0.7597
2007-02-28,0.7569
2007-02-27,0.755
2007-02-26,0.7592
2007-02-23,0.7595
2007-02-22,0.7629
2007-02-21,0.7616
2007-02-20,0.7602
2007-02-19,0.7609
2007-02-16,0.762
2007-02-15,0.7609
2007-02-14,0.7619
2007-02-13,0.7684
2007-02-12,0.7715
2007-02-09,0.7694
2007-02-08,0.767
2007-02-07,0.7682
2007-02-06,0.772
2007-02-05,0.7736
2007-02-02,0.7707
2007-02-01,0.7679
2007-01-31,0.7695
2007-01-30,0.7718
2007-01-29,0.773
2007-01-26,0.7748
2007-01-25,0.7706
2007-01-24,0.7714
2007-01-23,0.7673
2007-01-22,0.7717
2007-01-19,0.7725
2007-01-18,0.7721
2007-01-17,0.7722
2007-01-16,0.7733
2007-01-15,0.773
2007-01-12,0.7732
2007-01-11,0.7758
2007-01-10,0.7724
2007-01-09,0.7691
2007-01-08,0.7687
2007-01-05,0.7698
2007-01-04,0.7639
2007-01-03,0.7579
2007-01-02,0.7532
2006-12-29,0.7584
2006-12-28,0.7607
2006-12-27,0.7618
2006-12-22,0.7601
2006-12-21,0.7596
2006-12-20,0.7584
2006-12-19,0.7594
2006-12-18,0.7653
2006-12-15,0.7639
2006-12-14,0.7592
2006-12-13,0.7563
2006-12-12,0.7553
2006-12-11,0.7567
2006-12-08,0.751
2006-12-07,0.752
2006-12-06,0.7509
2006-12-05,0.7514
2006-12-04,0.7505
2006-12-01,0.7499
2006-11-30,0.7544
2006-11-29,0.7603
2006-11-28,0.7604
2006-11-27,0.762
2006-11-24,0.7638
2006-11-23,0.7721
2006-11-22,0.7731
2006-11-21,0.7796
2006-11-20,0.7802
2006-11-17,0.7795
2006-11-16,0.7808
2006-11-15,0.7808
2006-11-14,0.7807
2006-11-13,0.7804
2006-11-10,0.7777
2006-11-09,0.7816
2006-11-08,0.7839
2006-11-07,0.7812
2006-11-06,0.7866
2006-11-03,0.7871
2006-11-02,0.7832
2006-11-01,0.7828
2006-10-31,0.7835
2006-10-30,0.7863
2006-10-27,0.786
2006-10-26,0.7893
2006-10-25,0.7944
2006-10-24,0.7971
2006-10-23,0.7967
2006-10-20,0.7935
2006-10-19,0.7938
2006-10-18,0.7991
2006-10-17,0.7975
2006-10-16,0.799
2006-10-13,0.8004
2006-10-12,0.7976
2006-10-11,0.7969
2006-10-10,0.7975
2006-10-09,0.7935
2006-10-06,0.7945
2006-10-05,0.7881
2006-10-04,0.7881
2006-10-03,0.7849
2006-10-02,0.7847
2006-09-29,0.7895
2006-09-28,0.7881
2006-09-27,0.7868
2006-09-26,0.789
2006-09-25,0.7849
2006-09-22,0.7811
2006-09-21,0.7861
2006-09-20,0.7872
2006-09-19,0.7872
2006-09-18,0.7883
2006-09-15,0.7905
2006-09-14,0.7843
2006-09-13,0.7888
2006-09-12,0.7881
2006-09-11,0.7879
2006-09-08,0.7893
2006-09-07,0.7854
2006-09-06,0.782
2006-09-05,0.7808
2006-09-04,0.7774
2006-09-01,0.781
2006-08-31,0.7813
2006-08-30,0.7792
2006-08-29,0.7838
2006-08-25,0.7845
2006-08-24,0.7816
2006-08-23,0.7816
2006-08-22,0.7804
2006-08-21,0.7741
2006-08-18,0.78
2006-08-17,0.7775
2006-08-16,0.778
2006-08-15,0.782
2006-08-14,0.7847
2006-08-11,0.7833
2006-08-10,0.7828
2006-08-09,0.7762
2006-08-08,0.7789
2006-08-07,0.7776
2006-08-04,0.7757
2006-08-03,0.7817
2006-08-02,0.7806
2006-08-01,0.7847
2006-07-31,0.7836
2006-07-28,0.7834
2006-07-27,0.7853
2006-07-26,0.7926
2006-07-25,0.792
2006-07-24,0.7921
2006-07-21,0.7883
2006-07-20,0.7906
2006-07-19,0.7958
2006-07-18,0.8006
2006-07-17,0.7988
2006-07-14,0.7915
2006-07-13,0.7878
2006-07-12,0.7881
2006-07-11,0.7843
2006-07-10,0.785
2006-07-07,0.7799
2006-07-06,0.7842
2006-07-05,0.7863
2006-07-04,0.7813
2006-07-03,0.7811
2006-06-30,0.782
2006-06-29,0.7976
2006-06-28,0.7981
2006-06-27,0.7939
2006-06-26,0.7967
2006-06-23,0.7989
2006-06-22,0.7954
2006-06-21,0.791
2006-06-20,0.7954
2006-06-19,0.7966
2006-06-16,0.7911
2006-06-15,0.7923
2006-06-14,0.7925
2006-06-13,0.7961
2006-06-12,0.7947
2006-06-09,0.7908
2006-06-08,0.7913
2006-06-07,0.7827
2006-06-06,0.7806
2006-06-05,0.7727
2006-06-02,0.7733
2006-06-01,0.7802
2006-05-31,0.7787
2006-05-30,0.7759
2006-05-26,0.7861
2006-05-25,0.7825
2006-05-24,0.7835
2006-05-23,0.7783
2006-05-22,0.7803
2006-05-19,0.787
2006-05-18,0.7805
2006-05-17,0.782
2006-05-16,0.7783
2006-05-15,0.7793
2006-05-12,0.7763
2006-05-11,0.78
2006-05-10,0.7814
2006-05-09,0.7836
2006-05-08,0.7863
2006-05-05,0.7849
2006-05-04,0.788
2006-05-03,0.7931
2006-05-02,0.7911
2006-04-28,0.7939
2006-04-27,0.7974
2006-04-26,0.8037
2006-04-25,0.8061
2006-04-24,0.8086
2006-04-21,0.8106
2006-04-20,0.8126
2006-04-19,0.8108
2006-04-18,0.8141
2006-04-13,0.8273
2006-04-12,0.8258
2006-04-11,0.8246
2006-04-10,0.8261
2006-04-07,0.8255
2006-04-06,0.8177
2006-04-05,0.815
2006-04-04,0.8155
2006-04-03,0.8254
2006-03-31,0.8263
2006-03-30,0.8235
2006-03-29,0.8333
2006-03-28,0.8273
2006-03-27,0.8313
2006-03-24,0.8324
2006-03-23,0.8344
2006-03-22,0.8273
2006-03-21,0.827
2006-03-20,0.8214
2006-03-17,0.8216
2006-03-16,0.8227
2006-03-15,0.831
2006-03-14,0.8321
2006-03-13,0.8385
2006-03-10,0.8417
2006-03-09,0.8388
2006-03-08,0.8389
2006-03-07,0.8414
2006-03-06,0.8327
2006-03-03,0.8326
2006-03-02,0.8345
2006-03-01,0.8381
2006-02-28,0.8388
2006-02-27,0.8434
2006-02-24,0.8426
2006-02-23,0.8389
2006-02-22,0.8418
2006-02-21,0.8403
2006-02-20,0.837
2006-02-17,0.8389
2006-02-16,0.8414
2006-02-15,0.8403
2006-02-14,0.8423
2006-02-13,0.8399
2006-02-10,0.8394
2006-02-09,0.8367
2006-02-08,0.8368
2006-02-07,0.8365
2006-02-06,0.8347
2006-02-03,0.8332
2006-02-02,0.8274
2006-02-01,0.8264
2006-01-31,0.8236
2006-01-30,0.8276
2006-01-27,0.8241
2006-01-26,0.8164
2006-01-25,0.8155
2006-01-24,0.8146
2006-01-23,0.8141
2006-01-20,0.8267
2006-01-19,0.8254
2006-01-18,0.8264
2006-01-17,0.8287
2006-01-16,0.8251
2006-01-13,0.828
2006-01-12,0.8308
2006-01-11,0.8266
2006-01-10,0.8286
2006-01-09,0.8282
2006-01-06,0.8232
2006-01-05,0.827
2006-01-04,0.8273
2006-01-03,0.8348
2005-12-30,0.8477
2005-12-29,0.8444
2005-12-28,0.8391
2005-12-23,0.8425
2005-12-22,0.8429
2005-12-21,0.8465
2005-12-20,0.8411
2005-12-19,0.8338
2005-12-16,0.8331
2005-12-15,0.8368
2005-12-14,0.8313
2005-12-13,0.838
2005-12-12,0.8365
2005-12-09,0.845
2005-12-08,0.8456
2005-12-07,0.853
2005-12-06,0.8491
2005-12-05,0.8504
2005-12-02,0.8553
2005-12-01,0.8538
2005-11-30,0.8485
2005-11-29,0.8502
2005-11-28,0.8479
2005-11-25,0.8523
2005-11-24,0.8483
2005-11-23,0.8481
2005-11-22,0.8536
2005-11-21,0.8519
2005-11-18,0.8542
2005-11-17,0.8527
2005-11-16,0.8575
2005-11-15,0.8567
2005-11-14,0.8546
2005-11-11,0.8543
2005-11-10,0.8513
2005-11-09,0.8522
2005-11-08,0.8503
2005-11-07,0.848
2005-11-04,0.8465
2005-11-03,0.833
2005-11-02,0.8289
2005-11-01,0.8339
2005-10-31,0.8348
2005-10-28,0.8266
2005-10-27,0.8233
2005-10-26,0.828
2005-10-25,0.8264
2005-10-24,0.8345
2005-10-21,0.8323
2005-10-20,0.8347
2005-10-19,0.8345
2005-10-18,0.8383
2005-10-17,0.8313
2005-10-14,0.8286
2005-10-13,0.8379
2005-10-12,0.8313
2005-10-11,0.8338
2005-10-10,0.8302
2005-10-07,0.8254
2005-10-06,0.8242
2005-10-05,0.8365
2005-10-04,0.8377
2005-10-03,0.8396
2005-09-30,0.8294
2005-09-29,0.8325
2005-09-28,0.8327
2005-09-27,0.833
2005-09-26,0.831
2005-09-23,0.8285
2005-09-22,0.8234
2005-09-21,0.8179
2005-09-20,0.8216
2005-09-19,0.8232
2005-09-16,0.8185
2005-09-15,0.8185
2005-09-14,0.8125
2005-09-13,0.8144
2005-09-12,0.8139
2005-09-09,0.8046
2005-09-08,0.8056
2005-09-07,0.8034
2005-09-06,0.8012
2005-09-05,0.799
2005-09-02,0.797
2005-09-01,0.8021
2005-08-31,0.8131
2005-08-30,0.8203
2005-08-26,0.8109
2005-08-25,0.8137
2005-08-24,0.8161
2005-08-23,0.8194
2005-08-22,0.8176
2005-08-19,0.8235
2005-08-18,0.8214
2005-08-17,0.8127
2005-08-16,0.811
2005-08-15,0.8087
2005-08-12,0.8043
2005-08-11,0.8038
2005-08-10,0.8075
2005-08-09,0.81
2005-08-08,0.8087
2005-08-05,0.8105
2005-08-04,0.8085
2005-08-03,0.8119
2005-08-02,0.8191
2005-08-01,0.8191
2005-07-29,0.823
2005-07-28,0.8275
2005-07-27,0.8307
2005-07-26,0.8317
2005-07-25,0.8289
2005-07-22,0.8254
2005-07-21,0.825
2005-07-20,0.8324
2005-07-19,0.8338
2005-07-18,0.8293
2005-07-15,0.8305
2005-07-14,0.8262
2005-07-13,0.827
2005-07-12,0.8197
2005-07-11,0.8285
2005-07-08,0.838
2005-07-07,0.8367
2005-07-06,0.8384
2005-07-05,0.8398
2005-07-04,0.8399
2005-07-01,0.8355
2005-06-30,0.8259
2005-06-29,0.8285
2005-06-28,0.8277
2005-06-27,0.8222
2005-06-24,0.8273
2005-06-23,0.8298
2005-06-22,0.8243
2005-06-21,0.8241
2005-06-20,0.8239
2005-06-17,0.8176
2005-06-16,0.8275
2005-06-15,0.8257
2005-06-14,0.8302
2005-06-13,0.8307
2005-06-10,0.8249
2005-06-09,0.8201
2005-06-08,0.8111
2005-06-07,0.815
2005-06-06,0.8141
2005-06-03,0.8148
2005-06-02,0.8139
2005-06-01,0.8154
2005-05-31,0.8099
2005-05-27,0.7971
2005-05-26,0.7985
2005-05-25,0.794
2005-05-24,0.7947
2005-05-23,0.7949
2005-05-20,0.7971
2005-05-19,0.7925
2005-05-18,0.7913
2005-05-17,0.7916
2005-05-16,0.7923
2005-05-13,0.7907
2005-05-12,0.7867
2005-05-11,0.7803
2005-05-10,0.7765
2005-05-09,0.7797
2005-05-06,0.7785
2005-05-05,0.7727
2005-05-04,0.7718
2005-05-03,0.776
2005-04-29,0.7746
2005-04-28,0.7741
2005-04-27,0.7714
2005-04-26,0.7717
2005-04-25,0.7705
2005-04-22,0.7645
2005-04-21,0.7629
2005-04-20,0.7652
2005-04-19,0.7671
2005-04-18,0.7685
2005-04-15,0.7734
2005-04-14,0.7807
2005-04-13,0.7753
2005-04-12,0.7761
2005-04-11,0.7716
2005-04-08,0.7782
2005-04-07,0.775
2005-04-06,0.7783
2005-04-05,0.7789
2005-04-04,0.7797
2005-04-01,0.7715
2005-03-31,0.7693
2005-03-30,0.7714
2005-03-29,0.7743
2005-03-24,0.7711
2005-03-23,0.7683
2005-03-22,0.7574
2005-03-21,0.7586
2005-03-18,0.7526
2005-03-17,0.7473
2005-03-16,0.7446
2005-03-15,0.7511
2005-03-14,0.7479
2005-03-11,0.7429
2005-03-10,0.7457
2005-03-09,0.7485
2005-03-08,0.7493
2005-03-07,0.7582
2005-03-04,0.7551
2005-03-03,0.7618
2005-03-02,0.7625
2005-03-01,0.7584
2005-02-28,0.7534
2005-02-25,0.7582
2005-02-24,0.7572
2005-02-23,0.7579
2005-02-22,0.7564
2005-02-21,0.7651
2005-02-18,0.7653
2005-02-17,0.7655
2005-02-16,0.7701
2005-02-15,0.7711
2005-02-14,0.7713
2005-02-11,0.7766
2005-02-10,0.7756
2005-02-09,0.7819
2005-02-08,0.7831
2005-02-07,0.7792
2005-02-04,0.7726
2005-02-03,0.7719
2005-02-02,0.7672
2005-02-01,0.7689
2005-01-31,0.767
2005-01-28,0.7687
2005-01-27,0.7668
2005-01-26,0.765
2005-01-25,0.7717
2005-01-24,0.7666
2005-01-21,0.7693
2005-01-20,0.7722
2005-01-19,0.7672
2005-01-18,0.7678
2005-01-17,0.7643
2005-01-14,0.7635
2005-01-13,0.7576
2005-01-12,0.7527
2005-01-11,0.7604
2005-01-10,0.7636
2005-01-07,0.7663
2005-01-06,0.7591
2005-01-05,0.7532
2005-01-04,0.7524
2004-12-31,0.7358
2004-12-30,0.7337
2004-12-29,0.7361
2004-12-24,0.7388
2004-12-23,0.7405
2004-12-22,0.7472
2004-12-21,0.7483
2004-12-20,0.7459
2004-12-17,0.7544
2004-12-16,0.7528
2004-12-15,0.745
2004-12-14,0.7529
2004-12-13,0.752
2004-12-10,0.7563
2004-12-09,0.7543
2004-12-08,0.7537
2004-12-07,0.7447
2004-12-06,0.7447
2004-12-03,0.7478
2004-12-02,0.7535
2004-12-01,0.7514
2004-11-30,0.7523
2004-11-29,0.7528
2004-11-26,0.7543
2004-11-25,0.7553
2004-11-24,0.7598
2004-11-23,0.7641
2004-11-22,0.7667
2004-11-19,0.7658
2004-11-18,0.7699
2004-11-17,0.7678
2004-11-16,0.7705
2004-11-15,0.7728
2004-11-12,0.7731
2004-11-11,0.7754
2004-11-10,0.7743
2004-11-09,0.7745
2004-11-08,0.7723
2004-11-05,0.7745
2004-11-04,0.7763
2004-11-03,0.7813
2004-11-02,0.7875
2004-11-01,0.7847
2004-10-29,0.7862
2004-10-28,0.7852
2004-10-27,0.783
2004-10-26,0.7828
2004-10-25,0.7827
2004-10-22,0.7916
2004-10-21,0.7931
2004-10-20,0.7934
2004-10-19,0.7989
2004-10-18,0.7988
2004-10-15,0.801
2004-10-14,0.8068
2004-10-13,0.8152
2004-10-12,0.8125
2004-10-11,0.8077
2004-10-08,0.8054
2004-10-07,0.814
2004-10-06,0.8128
2004-10-05,0.8125
2004-10-04,0.8156
2004-10-01,0.8069
2004-09-30,0.8052
2004-09-29,0.812
2004-09-28,0.8121
2004-09-27,0.8131
2004-09-24,0.8151
2004-09-23,0.8133
2004-09-22,0.8171
2004-09-21,0.816
2004-09-20,0.8232
2004-09-17,0.822
2004-09-16,0.8239
2004-09-15,0.8233
2004-09-14,0.8141
2004-09-13,0.8167
2004-09-10,0.8132
2004-09-09,0.8219
2004-09-08,0.8246
2004-09-07,0.828
2004-09-06,0.828
2004-09-03,0.8297
2004-09-02,0.8227
2004-09-01,0.8216
2004-08-31,0.8228
2004-08-27,0.8308
2004-08-26,0.8271
2004-08-25,0.8267
2004-08-24,0.8249
2004-08-23,0.8191
2004-08-20,0.8114
2004-08-19,0.8091
2004-08-18,0.8133
2004-08-17,0.8111
2004-08-16,0.8102
2004-08-13,0.8095
2004-08-12,0.8175
2004-08-11,0.8194
2004-08-10,0.8121
2004-08-09,0.8159
2004-08-06,0.8158
2004-08-05,0.8301
2004-08-04,0.8295
2004-08-03,0.829
2004-08-02,0.8309
2004-07-30,0.8306
2004-07-29,0.8285
2004-07-28,0.8304
2004-07-27,0.8288
2004-07-26,0.8229
2004-07-23,0.8255
2004-07-22,0.8149
2004-07-21,0.8179
2004-07-20,0.808
2004-07-19,0.805
2004-07-16,0.8035
2004-07-15,0.8083
2004-07-14,0.807
2004-07-13,0.8114
2004-07-12,0.806
2004-07-09,0.8072
2004-07-08,0.8064
2004-07-07,0.8089
2004-07-06,0.8145
2004-07-05,0.8149
2004-07-02,0.813
2004-07-01,0.8226
2004-06-30,0.8218
2004-06-29,0.8254
2004-06-28,0.8203
2004-06-25,0.824
2004-06-24,0.8212
2004-06-23,0.8271
2004-06-22,0.8272
2004-06-21,0.8269
2004-06-18,0.8246
2004-06-17,0.8309
2004-06-16,0.8328
2004-06-15,0.828
2004-06-14,0.8275
2004-06-11,0.8326
2004-06-10,0.8269
2004-06-09,0.8269
2004-06-08,0.8151
2004-06-07,0.8123
2004-06-04,0.8171
2004-06-03,0.8167
2004-06-02,0.8147
2004-06-01,0.8181
2004-05-28,0.8189
2004-05-27,0.8153
2004-05-26,0.8269
2004-05-25,0.8262
2004-05-24,0.8359
2004-05-21,0.8321
2004-05-20,0.8384
2004-05-19,0.831
2004-05-18,0.8361
2004-05-17,0.8335
2004-05-14,0.8435
2004-05-13,0.8447
2004-05-12,0.8404
2004-05-11,0.847
2004-05-10,0.8428
2004-05-07,0.8395
2004-05-06,0.8278
2004-05-05,0.8247
2004-05-04,0.8274
2004-04-30,0.8341
2004-04-29,0.8374
2004-04-28,0.8444
2004-04-27,0.8403
2004-04-26,0.8436
2004-04-23,0.8455
2004-04-22,0.8427
2004-04-21,0.8423
2004-04-20,0.8392
2004-04-19,0.8313
2004-04-16,0.831
2004-04-15,0.838
2004-04-14,0.8387
2004-04-13,0.8396
2004-04-08,0.8261
2004-04-07,0.8217
2004-04-06,0.8293
2004-04-05,0.8324
2004-04-02,0.8229
2004-04-01,0.8083
2004-03-31,0.8136
2004-03-30,0.8207
2004-03-29,0.823
2004-03-26,0.8264
2004-03-25,0.8214
2004-03-24,0.8185
2004-03-23,0.8129
2004-03-22,0.808
2004-03-19,0.8106
2004-03-18,0.808
2004-03-17,0.8201
2004-03-16,0.81
2004-03-15,0.8184
2004-03-12,0.8203
2004-03-11,0.8164
2004-03-10,0.8181
2004-03-09,0.8061
2004-03-08,0.8095
2004-03-05,0.8049
2004-03-04,0.821
2004-03-03,0.8241
2004-03-02,0.8138
2004-03-01,0.8035
2004-02-27,0.8044
2004-02-26,0.8051
2004-02-25,0.7974
2004-02-24,0.7893
2004-02-23,0.7962
2004-02-20,0.7956
2004-02-19,0.7888
2004-02-18,0.7797
2004-02-17,0.7799
2004-02-16,0.7822
2004-02-13,0.7821
2004-02-12,0.7798
2004-02-11,0.7889
2004-02-10,0.7879
2004-02-09,0.7886
2004-02-06,0.7867
2004-02-05,0.7935
2004-02-04,0.799
2004-02-03,0.7963
2004-02-02,0.8038
2004-01-30,0.8049
2004-01-29,0.8083
2004-01-28,0.7943
2004-01-27,0.7928
2004-01-26,0.7961
2004-01-23,0.7886
2004-01-22,0.787
2004-01-21,0.792
2004-01-20,0.7957
2004-01-19,0.8081
2004-01-16,0.8068
2004-01-15,0.7933
2004-01-14,0.7885
2004-01-13,0.782
2004-01-12,0.7811
2004-01-09,0.7785
2004-01-08,0.786
2004-01-07,0.788
2004-01-06,0.7844
2004-01-05,0.7891
2004-01-02,0.7945
2003-12-31,0.7929
2003-12-30,0.7981
2003-12-29,0.8011
2003-12-24,0.8028
2003-12-23,0.8052
2003-12-22,0.8051
2003-12-19,0.8095
2003-12-18,0.8081
2003-12-17,0.8077
2003-12-16,0.811
2003-12-15,0.8135
2003-12-12,0.8155
2003-12-11,0.8235
2003-12-10,0.817
2003-12-09,0.8196
2003-12-08,0.8184
2003-12-05,0.8235
2003-12-04,0.8289
2003-12-03,0.8259
2003-12-02,0.8275
2003-12-01,0.8359
2003-11-28,0.8343
2003-11-27,0.8402
2003-11-26,0.8389
2003-11-25,0.8477
2003-11-24,0.8493
2003-11-21,0.8382
2003-11-20,0.839
2003-11-19,0.8386
2003-11-18,0.8407
2003-11-17,0.8483
2003-11-14,0.8496
2003-11-13,0.8543
2003-11-12,0.8594
2003-11-11,0.8678
2003-11-10,0.8692
2003-11-07,0.8716
2003-11-06,0.8747
2003-11-05,0.8706
2003-11-04,0.8693
2003-11-03,0.8717
2003-10-31,0.8599
2003-10-30,0.8557
2003-10-29,0.8553
2003-10-28,0.8558
2003-10-27,0.8494
2003-10-24,0.8461
2003-10-23,0.8483
2003-10-22,0.8485
2003-10-21,0.8557
2003-10-20,0.8574
2003-10-17,0.8595
2003-10-16,0.8552
2003-10-15,0.8594
2003-10-14,0.8551
2003-10-13,0.8566
2003-10-10,0.8471
2003-10-09,0.8522
2003-10-08,0.8468
2003-10-07,0.8496
2003-10-06,0.8572
2003-10-03,0.8598
2003-10-02,0.8557
2003-10-01,0.8532
2003-09-30,0.8588
2003-09-29,0.8669
2003-09-26,0.8717
2003-09-25,0.8682
2003-09-24,0.8716
2003-09-23,0.8709
2003-09-22,0.8711
2003-09-19,0.8812
2003-09-18,0.888
2003-09-17,0.8898
2003-09-16,0.8935
2003-09-15,0.8851
2003-09-12,0.8847
2003-09-11,0.894
2003-09-10,0.8921
2003-09-09,0.8941
2003-09-08,0.901
2003-09-05,0.9065
2003-09-04,0.9176
2003-09-03,0.9237
2003-09-02,0.9203
2003-09-01,0.9114
2003-08-29,0.9112
2003-08-28,0.9168
2003-08-27,0.918
2003-08-26,0.9189
2003-08-22,0.9208
2003-08-21,0.9122
2003-08-20,0.8991
2003-08-19,0.9021
2003-08-18,0.8961
2003-08-15,0.8886
2003-08-14,0.8879
2003-08-13,0.8851
2003-08-12,0.8853
2003-08-11,0.8829
2003-08-08,0.883
2003-08-07,0.877
2003-08-06,0.879
2003-08-05,0.8813
2003-08-04,0.882
2003-08-01,0.8886
2003-07-31,0.8885
2003-07-30,0.8781
2003-07-29,0.8693
2003-07-28,0.8705
2003-07-25,0.8666
2003-07-24,0.8707
2003-07-23,0.8727
2003-07-22,0.8807
2003-07-21,0.8833
2003-07-18,0.8918
2003-07-17,0.8943
2003-07-16,0.8916
2003-07-15,0.8898
2003-07-14,0.8865
2003-07-11,0.8845
2003-07-10,0.8815
2003-07-09,0.8831
2003-07-08,0.8851
2003-07-07,0.8816
2003-07-04,0.8706
2003-07-03,0.8679
2003-07-02,0.8684
2003-07-01,0.8621
2003-06-30,0.8709
2003-06-27,0.8754
2003-06-26,0.8734
2003-06-25,0.8646
2003-06-24,0.8682
2003-06-23,0.8676
2003-06-20,0.8603
2003-06-19,0.8559
2003-06-18,0.8553
2003-06-17,0.8463
2003-06-16,0.8435
2003-06-13,0.8475
2003-06-12,0.8524
2003-06-11,0.8508
2003-06-10,0.8559
2003-06-09,0.8503
2003-06-06,0.855
2003-06-05,0.844
2003-06-04,0.8564
2003-06-03,0.8537
2003-06-02,0.8532
2003-05-30,0.8506
2003-05-29,0.8454
2003-05-28,0.8517
2003-05-27,0.8423
2003-05-23,0.8485
2003-05-22,0.8559
2003-05-21,0.8549
2003-05-20,0.8581
2003-05-19,0.8558
2003-05-16,0.8665
2003-05-15,0.8722
2003-05-14,0.8701
2003-05-13,0.8684
2003-05-12,0.866
2003-05-09,0.8705
2003-05-08,0.8732
2003-05-07,0.8805
2003-05-06,0.8815
2003-05-02,0.8911
2003-05-01,0.8879
2003-04-30,0.8965
2003-04-29,0.9076
2003-04-28,0.9095
2003-04-25,0.9076
2003-04-24,0.9076
2003-04-23,0.9137
2003-04-22,0.9124
2003-04-17,0.9171
2003-04-16,0.9218
2003-04-15,0.927
2003-04-14,0.9268
2003-04-11,0.9299
2003-04-10,0.924
2003-04-09,0.9352
2003-04-08,0.9374
2003-04-07,0.9409
2003-04-04,0.935
2003-04-03,0.9314
2003-04-02,0.9268
2003-04-01,0.9164
2003-03-31,0.9164
2003-03-28,0.93
2003-03-27,0.933
2003-03-26,0.9366
2003-03-25,0.9353
2003-03-24,0.938
2003-03-21,0.9484
2003-03-20,0.9417
2003-03-19,0.9444
2003-03-18,0.9405
2003-03-17,0.9352
2003-03-14,0.9289
2003-03-13,0.9186
2003-03-12,0.9074
2003-03-11,0.9046
2003-03-10,0.9045
2003-03-07,0.9055
2003-03-06,0.9107
2003-03-05,0.911
2003-03-04,0.9169
2003-03-03,0.922
2003-02-28,0.9278
2003-02-27,0.9303
2003-02-26,0.9267
2003-02-25,0.9301
2003-02-24,0.9287
2003-02-21,0.9251
2003-02-20,0.9242
2003-02-19,0.931
2003-02-18,0.9358
2003-02-17,0.9316
2003-02-14,0.9265
2003-02-13,0.9234
2003-02-12,0.9314
2003-02-11,0.9335
2003-02-10,0.9284
2003-02-07,0.9243
2003-02-06,0.9232
2003-02-05,0.9233
2003-02-04,0.92
2003-02-03,0.9317
2003-01-31,0.9316
2003-01-30,0.9301
2003-01-29,0.9202
2003-01-28,0.9229
2003-01-27,0.9238
2003-01-24,0.9248
2003-01-23,0.9295
2003-01-22,0.9342
2003-01-21,0.9365
2003-01-20,0.9371
2003-01-17,0.9384
2003-01-16,0.9456
2003-01-15,0.9445
2003-01-14,0.9442
2003-01-13,0.9476
2003-01-10,0.9496
2003-01-09,0.9542
2003-01-08,0.9626
2003-01-07,0.9587
2003-01-06,0.9543
2003-01-03,0.9601
2003-01-02,0.9642
2002-12-31,0.9532
2002-12-30,0.9567
2002-12-27,0.9611
2002-12-24,0.9701
2002-12-23,0.9739
2002-12-20,0.9738
2002-12-19,0.9751
2002-12-18,0.9736
2002-12-17,0.9714
